bb_vertex,1,2,3,4,5,6
13608,1045.1794323071817,2705.903441897276,2571.627721542362,2937.3191902187127,2211.3979515690435,2039.7674771899622
13632,1036.2599241803978,2533.394947150662,1532.764683588886,2148.404937464946,1611.830366810337,1349.454209931636
13745,959.8875415964425,2820.1164373616157,2517.9253105497473,2688.5733788228154,1858.2515862701116,2257.1800731194107
13762,992.4255454821464,2126.7815369822406,1633.4436344870153,2273.710371853463,1705.670145808585,1625.1772157623386
13883,1135.6644808619633,2713.706438116829,1806.3323289802104,2684.4865440111985,1817.4930261545737,1725.631340428397
13954,1050.3444888549013,2365.8653038605344,1617.080978502192,1930.890425250034,1671.1566263525606,1500.0845626937933
14292,1219.8995787285646,2444.7597517660324,1826.7072445137171,2218.5909853660073,1755.1518152954127,1536.5232125058394
14564,995.1868943165525,2757.594838792258,2511.860329146931,3048.0219392713493,2105.470990939836,2078.685780888477
14635,944.0751294170401,2507.935231366124,1843.186149856878,2941.425864186318,1943.4774498372435,1630.7483703599316
14659,785.7118190829614,2395.8589863727334,1620.9122022557551,2769.432267417933,1687.5840465384958,1688.6710062913091
14716,993.7589001516478,2535.489646447728,1746.1211987494519,2128.347437603085,1552.8297648437797,1546.8564683889372
15069,873.7319076509922,2251.4077171312456,1661.4628490608986,2552.5584491099894,1678.6916241867573,1562.6375509098739
15115,915.0525283044334,2402.3746094602852,1823.5690433187262,2674.6099687355195,1852.2634045922844,1626.1594422975973
15281,911.4359578574799,1991.271988915025,1635.3992373004153,2274.1150550482134,1498.3244471686344,1423.4249982359988
16039,987.9721711535983,2422.911603414354,1763.0077173574282,2576.752054455381,1662.0725580934472,1577.8443182691308
16062,831.2538864676171,2566.426551786609,2064.220537203093,3126.7613191823457,1896.8537394367931,1794.6240977838631
16082,1072.4524867241396,2506.4292521180632,1810.7241459238799,3083.956261197257,1753.562898747577,1664.770250976666
16107,1034.675623906603,2199.4453088097885,1778.5547825411395,2660.565266736884,1703.250906872616,1581.4538497622818
16227,957.7601928264776,2581.2516302520476,1730.6101061621137,2497.1412831053094,1611.8918226227074,1547.8719367689678
16316,782.4507262501372,2303.642730911378,1690.9440260004758,2590.412354227474,1613.953229311321,1488.1893912600474
16386,881.2838615965152,2189.793155018556,1642.2147418238335,2406.9714938505776,1624.7432339750324,1473.7090578318466
16485,987.5928453138023,2093.4504073137323,1729.6549720782532,2769.757172900198,1733.944644709981,1517.1901153445256
16491,763.3975687123828,1929.0065477750156,1504.2788404972068,2276.698849266698,1501.0900530527535,1485.542924792142
16515,989.9731743641984,2143.568649948996,1693.6361230630507,2484.7054195156575,1587.4752040878636,1503.9775020085049
17669,817.4650320333466,2296.555595069261,1686.459689691417,2491.139055015707,1668.9855427721047,1605.532547086373
17887,753.3331158010964,2418.5718082042868,1592.2993860365568,2186.6752721449775,1552.0092884351775,1594.8752594388166
18168,1035.6348049997607,2314.695385422984,1629.4061506014928,2520.284261228306,1576.0134508913643,1658.299734370308
18303,1051.1082587446824,2114.93093554154,1564.010180354389,2325.6857158944354,1618.2031392571112,1516.698129675378
18305,900.8177430088965,2428.2774608411073,1703.2147081513615,2511.9432401517433,1543.9849963257982,1458.667522725087
18470,962.3251865766321,2610.1100541206742,1657.8563228057071,2097.914656789915,1609.5501148765711,1453.8395768726277
18501,1170.8128385149018,2081.912554135725,1585.5754240431943,2054.3352092090436,1747.9047876655818,1596.5100431119251
18514,750.2690542649054,1927.3901074661853,1509.6133013705332,2152.093378145712,1493.311441338074,1469.0785535433668
18634,860.3198948848374,2101.564879942618,1415.95330495919,1892.7509914326624,1506.983847023261,1397.2300920675125
18694,894.7156632925971,1948.371075298006,1531.430239935509,2108.027257158194,1534.1157567450616,1430.3437727245923
18962,770.5604241046027,2308.803508454961,1643.7405487416029,2430.4315476592974,1518.334759053322,1463.3813054671466
19033,837.7817558084747,2253.0750006377993,1648.2187055981615,2011.7591029780529,1544.233631650415,1472.5340471815773
19325,1283.4387643724292,2830.9311165831764,1766.1589381837834,2684.636217099054,1645.8072760135124,1645.2256428940368
19401,838.5517854676009,2208.2637927140504,1524.4982189618097,2078.69360354457,1666.790009930287,1433.7967326159508
