parc,x,y,z,bb_vertex
5,-51.834845069621224,28.399999618530273,8.137937082909048,957.0
15,-53.36881700413263,23.200000127156574,13.451562592662716,563.0
34,-17.23559073265642,64.20000076293945,-8.726622386369854,7112.0
56,-47.220490707841236,27.200000762939453,16.92229149484774,1796.0
95,-5.157851470634341,64.0999984741211,-15.50767862435896,9517.0
134,-3.5647348487909767,-42.70000076293945,8.278233279153937,9511.0
158,-29.558905665238854,-22.0,-7.286278416810092,5175.5
160,-22.66266829706808,-43.29999923706055,-6.569489537301706,6277.0
185,-38.27334688433039,-40.48000030517578,1.8329892589739756,3189.4
187,-39.49146737610863,-42.25,1.2176204899151344,3180.0
190,-28.11393261316698,-20.649999618530273,-7.860876773542259,5393.0
191,-23.089557542271603,-43.199999491373696,-4.664495296354289,6188.0
255,-13.37552102477639,-36.25,41.04556796666293,7937.0
275,-9.461354563691808,-4.799999972184499,49.661921736595104,7740.5
348,-15.18663480844043,-55.59999942779541,15.868778234666024,7574.0
364,-5.867744485207368,-44.94999885559082,19.258182060497347,9170.0
377,-53.60056523044477,29.0,6.384016302152304,522.0
392,-10.580808273574803,-1.2999999523162842,50.26568860345287,7584.0
455,-8.831752448881161,0.5000000111758709,51.513532594632125,7889.0
487,-5.378292381414212,65.9000015258789,-15.322159784962423,9109.0
494,-11.308563693193719,74.9000015258789,1.4874497499549761,8214.0
532,20.970017673040275,73.0999984741211,-3.9438286034564953,14716.0
542,18.141197989083594,70.69999694824219,-12.627792922547087,14292.0
583,43.70428131466421,29.200000127156574,9.911085862821588,18807.0
603,8.286904970067553,68.0,-18.717924043245148,12469.0
639,19.547260895626096,-64.75,1.1830268500198144,14564.0
649,13.443603857929702,-58.29999923706055,4.5995308271521935,13745.0
651,2.664716356928693,-46.29999923706055,24.9948370368802,11576.0
654,9.874881831608946,-50.79999923706055,25.4390078803699,12901.0
658,12.503762674096606,-50.35000038146973,24.59174105027705,13426.5
660,3.9200760029489174,-46.29999923706055,24.281480221892707,11870.0
664,29.358797256133585,-24.175000190734863,-4.970647148948046,16066.75
668,30.4562355853753,-32.60000038146973,-4.091311680478005,16491.0
676,16.92951172607718,-52.900001525878906,21.940295819891617,13883.0
677,19.047997541551013,-53.5,23.14419081027154,14659.0
678,24.327158931759186,-54.400001525878906,20.73770813504234,15281.0
680,22.432239155546995,-54.400001525878906,21.682251579069998,15069.0
684,42.9262505400111,-37.900001525878906,7.621568172238767,18305.0
692,42.702506646863185,-33.70000076293945,6.414490102673881,18303.0
699,30.425418939723993,-34.300000508626304,-5.037799430346543,16333.0
702,30.346760085677186,-26.600000381469727,-4.553489101769325,16438.666666666668
706,41.547718490619445,-22.0,-11.441374414862366,18341.0
722,2.8609273586809345,-32.0,44.43742157049686,11789.666666666666
765,2.1557368626308744,-38.20000076293945,40.60624764352542,11664.5
775,6.791539163852576,-41.20000076293945,38.66025692119729,12512.0
843,42.64385840302566,-20.799999237060547,-10.619247432448901,18501.0
852,14.328445523674114,-64.15000089009602,7.991844298601791,13586.166666666666
856,21.877140573710978,-58.800000508626304,17.45090874800614,14795.0
857,28.393275285234267,-61.0,12.841188470105408,16062.0
859,44.62902381634194,-11.439999961853028,-16.99903642780846,18877.6
928,39.57326000240755,-10.899999618530273,-16.920244243920024,17778.0
982,48.115159581415355,33.5,16.72091136156814,19401.0
989,46.31667767476756,-37.29999923706055,9.090263075311668,18962.0
995,15.742382627620827,68.30000305175781,-13.739136165939271,13954.0
996,16.19470255926717,73.4000015258789,1.7204987579825683,13762.0
