parcel,0
0,158524
509,81419
510,108183
511,82846
512,107040
513,5192
514,83554
515,106843
516,105192
517,5036
518,104570
519,82012
520,107083
521,107802
522,27057
523,82084
524,105655
525,105928
526,104342
527,336
528,107691
529,82432
530,20919
531,107482
532,68126
533,109854
534,71183
535,107250
536,104129
537,108077
538,17658
539,108415
540,56301
541,60740
542,59946
543,59884
544,56076
545,17139
546,60476
547,60641
548,16984
549,103253
550,71400
551,17206
552,105971
553,106370
554,103442
555,102885
556,25959
557,19871
558,81185
559,27322
560,26004
561,71653
562,18962
563,19785
564,20451
565,103437
566,55474
567,73872
568,18555
569,18562
570,47616
571,81667
572,47332
573,75981
574,12279
575,76561
576,74852
577,4687
578,47791
579,77087
580,3517
581,49506
582,14464
583,5046
584,80117
585,86728
586,10248
587,21659
588,114635
589,115359
590,7154
591,113971
592,29731
593,115602
594,58782
595,113520
596,28240
597,112058
598,63381
599,63943
600,64086
601,58683
602,62857
603,60329
604,50200
605,50796
606,41164
607,911
608,57194
609,48403
610,13131
611,12814
612,51804
613,50548
614,51523
615,16099
616,62003
617,62542
618,118794
619,29967
620,7411
621,120125
622,118878
623,118828
624,29105
625,7297
626,119531
627,120314
628,163612
629,163226
630,119852
631,148378
632,36961
633,36994
634,58256
635,147497
636,147780
637,151877
638,131881
639,132447
640,9702
641,153564
642,155556
643,38649
644,39330
645,132796
646,39093
647,130615
648,39430
649,132865
650,130308
651,32747
652,122430
653,127677
654,129035
655,152362
656,128231
657,153523
658,128814
659,38552
660,131216
661,130810
662,131099
663,154833
664,148620
665,156550
666,148446
667,38771
668,150902
669,157479
670,152730
671,7894
672,31668
673,31661
674,129956
675,125910
676,8107
677,128873
678,129501
679,34283
680,129337
681,135622
682,137117
683,31813
684,136779
685,135848
686,132323
687,8713
688,126987
689,95998
690,137694
691,136316
692,138393
693,143912
694,35971
695,35657
696,148975
697,147971
698,149970
699,151314
700,146253
701,36750
702,150544
703,150423
704,146130
705,9408
706,35326
707,101287
708,84374
709,101419
710,24186
711,6635
712,5237
713,97789
714,83227
715,83898
716,6290
717,21250
718,102211
719,97411
720,97496
721,22689
722,125493
723,100938
724,25272
725,126105
726,100782
727,31085
728,99165
729,99560
730,126609
731,124223
732,123934
733,100039
734,100512
735,97038
736,97224
737,90639
738,98633
739,91065
740,98748
741,84986
742,88541
743,87686
744,85631
745,21496
746,21286
747,5543
748,90813
749,87458
750,85454
751,23880
752,94383
753,95098
754,94981
755,95981
756,23932
757,95352
758,93690
759,122610
760,154207
761,124554
762,125442
763,1981
764,152127
765,125130
766,122951
767,121379
768,120274
769,10171
770,122014
771,153803
772,120938
773,162363
774,121031
775,124391
776,108741
777,29249
778,117631
779,111071
780,29519
781,116987
782,117055
783,123079
784,117406
785,122784
786,10523
787,44243
788,87076
789,89627
790,22185
791,41515
792,22292
793,52429
794,52743
795,21932
796,52286
797,44666
798,89140
799,52195
800,90088
801,52637
802,89341
803,88502
804,88860
805,14199
806,52992
807,14228
808,54058
809,57405
810,23390
811,47190
812,13590
813,92327
814,43306
815,92866
816,93159
817,44101
818,46143
819,46241
820,139244
821,53292
822,2290
823,42974
824,145417
825,35233
826,93112
827,138512
828,13757
829,54707
830,53460
831,140868
832,146409
833,8970
834,142947
835,143562
836,140616
837,146777
838,13582
839,140300
840,145744
841,140442
842,139502
843,140156
844,139713
845,142616
846,72675
847,4606
848,18497
849,58037
850,58007
851,133486
852,132208
853,133331
854,157403
855,32964
856,130201
857,136957
858,36808
859,146995
860,82631
861,85810
862,31276
863,124635
864,117198
865,102560
866,44990
867,46786
868,10975
869,145953
870,54786
871,116384
872,128287
873,85930
874,97997
875,102089
876,31075
877,101662
878,91256
879,44433
880,45842
881,11509
882,89831
883,123801
884,17876
885,77690
886,63081
887,63030
888,129260
889,97292
890,97268
891,96579
892,21116
893,84151
894,122199
895,54140
896,54343
897,80556
898,163560
899,102417
900,123127
901,10640
902,144347
903,123588
904,73093
905,76722
906,128402
907,44619
908,53843
909,10954
910,113087
911,112524
912,102401
913,54315
914,10733
915,125449
916,80886
917,152965
918,110576
919,47475
920,111942
921,125943
922,58294
923,153207
924,16113
925,61086
926,14524
927,65121
928,149652
929,65260
930,24502
931,149736
932,112517
933,147270
934,148134
935,104288
936,160042
937,112300
938,53178
939,114788
940,94347
941,37379
942,43170
943,2695
944,19614
945,75049
946,96447
947,91953
948,52546
949,28981
950,98897
951,7103
952,28393
953,98291
954,60919
955,17590
956,70832
957,17636
958,18181
959,73469
960,3485
961,116506
962,62244
963,110891
964,84604
965,159943
966,113268
967,111098
968,111291
969,6993
970,152016
971,111679
972,48764
973,49625
974,142038
975,18829
976,49866
977,74737
978,18686
979,50081
980,77393
981,76899
982,1232
983,157724
984,133816
985,35348
986,69988
987,134483
988,33490
989,136704
990,69539
991,62062
992,35648
993,134664
994,61358
995,15102
996,69495
997,60087
998,65905
999,48957
1000,63114
1001,66378
1002,69291
1003,66512
1004,69808
1005,69712
1006,114227
1007,7146
1008,69070
1009,69186
1010,66522
1011,114698
1012,113383
1013,67107
1014,66724
1015,1068
