parcel,0
0,161974
1,82450
2,104541
3,20644
4,83507
5,80686
6,80954
7,20784
8,83389
9,80052
10,83587
11,20149
12,6593
13,105298
14,105606
15,329
16,84061
17,104414
18,20840
19,21533
20,105227
21,80285
22,21499
23,106216
24,17582
25,103828
26,27300
27,106636
28,103796
29,106591
30,109624
31,107871
32,61073
33,15226
34,67323
35,60671
36,60822
37,67555
38,60291
39,15963
40,60008
41,79331
42,78090
43,70302
44,25868
45,5213
46,103591
47,78844
48,78901
49,20570
50,82099
51,102872
52,103318
53,18006
54,72564
55,81636
56,79774
57,79509
58,59849
59,68314
60,67734
61,59728
62,77037
63,79732
64,47815
65,18976
66,779
67,76760
68,73647
69,73535
70,49038
71,19328
72,56247
73,59865
74,57924
75,47268
76,47510
77,2635
78,48080
79,41946
80,113067
81,27994
82,28289
83,27723
84,111030
85,111640
86,65018
87,112257
88,109427
89,109516
90,15565
91,62015
92,15697
93,16324
94,63811
95,63322
96,55159
97,50816
98,48679
99,57174
100,57612
101,50583
102,56996
103,50049
104,54938
105,52761
106,51566
107,39879
108,61565
109,61872
110,117284
111,119409
112,30946
113,122669
114,29391
115,7388
116,116738
117,118439
118,118795
119,30093
120,120565
121,119863
122,119644
123,152648
124,158629
125,39562
126,59463
127,2386
128,151845
129,159181
130,8202
131,8307
132,128330
133,154174
134,156074
135,153864
136,156013
137,131899
138,2035
139,131200
140,157048
141,131981
142,128048
143,127717
144,124381
145,122548
146,128938
147,162405
148,122272
149,163668
150,128749
151,30342
152,130694
153,125690
154,129535
155,155273
156,38753
157,155128
158,152810
159,162425
160,156581
161,157243
162,152206
163,125832
164,126959
165,31816
166,8150
167,126623
168,32469
169,32366
170,33906
171,34331
172,135414
173,95496
174,137551
175,96168
176,136485
177,135864
178,132384
179,138140
180,96443
181,95350
182,34473
183,138568
184,138822
185,35669
186,141308
187,8927
188,149992
189,152520
190,152937
191,150919
192,147457
193,149913
194,150711
195,150796
196,147286
197,38325
198,37653
199,1555
200,88146
201,105502
202,21382
203,84357
204,85784
205,24425
206,86089
207,21256
208,97468
209,86953
210,25054
211,5746
212,5700
213,21443
214,126309
215,25240
216,100166
217,99108
218,100501
219,99416
221,99201
222,99099
224,100786
225,91819
226,97201
227,1455
228,91498
229,5399
230,23836
231,88864
232,5999
233,5511
234,42277
235,88667
236,22509
237,89581
238,88320
239,87225
240,88940
241,89473
242,87631
243,94195
244,92226
245,1501
246,94016
247,23724
248,136407
249,92649
250,92068
251,30917
252,120983
253,125207
254,125622
255,125360
256,160928
257,126069
258,101819
259,122382
260,124796
261,163632
262,124589
263,121211
264,121495
265,163364
266,122163
267,126122
268,27034
269,110861
270,123142
271,108482
272,30838
273,27062
274,108547
275,102141
276,108715
277,102260
278,10651
279,10740
280,44543
281,46795
282,11436
283,52099
284,46554
285,13545
286,52605
287,22408
288,52518
289,52211
290,46850
291,53143
292,44955
293,53555
294,11325
295,45784
297,56852
298,54501
299,58890
300,57417
301,57250
302,23260
303,144446
304,13754
305,145444
306,139499
307,23169
308,92359
309,140347
310,35231
311,142601
312,144832
313,54538
314,144506
315,53717
316,145063
317,563
318,92904
319,34848
320,58362
321,58106
322,146065
323,35113
324,37317
325,143554
326,143826
327,143275
328,139995
329,148783
330,56484
331,2211
332,149069
333,146922
334,146246
335,150179
336,146543
337,35739
338,72956
339,72239
340,17256
341,14756
342,59182
343,133081
344,131452
345,157729
346,9827
347,131771
348,130076
349,134981
350,149013
351,148970
352,86673
353,86857
354,123999
355,123378
356,102511
357,107783
358,43638
359,142639
360,43316
361,147103
362,58204
363,119034
364,127659
365,10461
366,24198
367,97974
368,25319
369,25277
370,88796
371,43738
372,179
373,45524
374,46117
375,101616
376,71519
377,77638
378,64053
379,63651
380,135640
381,22653
382,84407
383,85182
384,87671
385,84893
386,125125
387,14243
388,56674
389,80113
390,7600
391,25390
392,101430
393,44834
394,143345
395,102058
396,73147
397,77466
398,127359
399,43494
400,14197
401,8769
402,28162
403,6563
404,99896
405,3570
406,53069
407,126219
408,21664
409,152275
410,106065
411,3047
412,27366
413,7915
414,59455
415,155178
416,63071
417,3976
418,64233
419,264
420,148456
421,64726
422,24219
423,37120
424,105835
425,147766
426,158135
427,82769
428,114113
429,104030
430,54783
431,28504
432,91984
433,148168
434,145795
435,53340
436,78966
437,73455
438,24011
439,90102
440,53866
441,28524
442,98073
443,107265
444,111117
445,5977
446,63499
447,17463
448,71545
449,17796
450,18144
451,70895
452,56151
453,110756
454,65801
455,108223
456,87964
457,28610
458,110336
459,107490
460,107582
461,107396
462,39775
463,110453
464,74299
465,49899
466,151314
467,73171
468,55355
469,68006
470,68402
471,55607
472,75369
473,19141
474,77438
475,157259
476,133756
477,151220
478,70546
479,133665
480,133399
481,136604
482,17510
483,1064
484,141763
485,33619
486,66379
487,63209
488,69315
489,69341
490,1809
491,4683
492,61360
493,67066
494,4401
495,69062
496,69200
497,17703
498,112839
499,112017
500,70555
501,70711
502,453
503,7135
504,110019
505,110179
506,113368
507,17645
